STATION,STATION_NAME,DATE,TAVG,TMAX,TMIN
GHCND:AYM00088968,BASE ORCADAS AY,19570817,-9999,31,26
GHCND:AYM00088968,BASE ORCADAS AY,19570818,-9999,27,18
GHCND:AYM00088968,BASE ORCADAS AY,19570819,-9999,23,-6
GHCND:AYM00088968,BASE ORCADAS AY,19570820,-9999,-1,-16
GHCND:AYM00088968,BASE ORCADAS AY,19570821,-9999,11,-8
GHCND:AYM00088968,BASE ORCADAS AY,19570822,-9999,16,1
GHCND:AYM00088968,BASE ORCADAS AY,19570823,-9999,11,-14
GHCND:AYM00088968,BASE ORCADAS AY,19570824,-9999,24,-18
GHCND:AYM00088968,BASE ORCADAS AY,19570825,-9999,22,-9
GHCND:AYM00088968,BASE ORCADAS AY,19570826,-9999,31,14
GHCND:AYM00088968,BASE ORCADAS AY,19570827,-9999,21,9
GHCND:AYM00088968,BASE ORCADAS AY,19570828,-9999,24,10
GHCND:AYM00088968,BASE ORCADAS AY,19570829,-9999,22,-2
GHCND:AYM00088968,BASE ORCADAS AY,19570830,-9999,32,4
GHCND:AYM00088968,BASE ORCADAS AY,19570831,-9999,34,23
GHCND:AYM00088968,BASE ORCADAS AY,19570901,-9999,26,4
GHCND:AYM00088968,BASE ORCADAS AY,19570902,-9999,19,-3
GHCND:AYM00088968,BASE ORCADAS AY,19570903,-9999,29,11
GHCND:AYM00088968,BASE ORCADAS AY,19570904,-9999,29,8
GHCND:AYM00088968,BASE ORCADAS AY,19570905,-9999,37,23
GHCND:AYM00088968,BASE ORCADAS AY,19570906,-9999,37,29
GHCND:AYM00088968,BASE ORCADAS AY,19570907,-9999,35,30
GHCND:AYM00088968,BASE ORCADAS AY,19570908,-9999,35,24
GHCND:AYM00088968,BASE ORCADAS AY,19570909,-9999,33,27
GHCND:AYM00088968,BASE ORCADAS AY,19570910,-9999,32,23
GHCND:AYM00088968,BASE ORCADAS AY,19570911,-9999,-2,9
GHCND:AYM00088968,BASE ORCADAS AY,19570912,-9999,18,11
GHCND:AYM00088968,BASE ORCADAS AY,19570913,-9999,18,3
GHCND:AYM00088968,BASE ORCADAS AY,19570914,-9999,29,15
GHCND:AYM00088968,BASE ORCADAS AY,19570915,-9999,36,28
GHCND:AYM00088968,BASE ORCADAS AY,19570916,-9999,35,24
GHCND:AYM00088968,BASE ORCADAS AY,19570917,-9999,33,22
GHCND:AYM00088968,BASE ORCADAS AY,19570918,-9999,36,29
GHCND:AYM00088968,BASE ORCADAS AY,19570919,-9999,33,28
GHCND:AYM00088968,BASE ORCADAS AY,19570920,-9999,32,19
GHCND:AYM00088968,BASE ORCADAS AY,19570921,-9999,32,28
GHCND:AYM00088968,BASE ORCADAS AY,19570922,-9999,33,28
